   Work            Constant        HusbandInc      EducYears       ExpYears         ExpYears2         Age           NSmallChild      NBigChild
   0.0000000e+00   1.0000000e+00   3.0000000e+01   1.0000000e+01   1.0000000e+00   1.0000000e-02   4.5000000e+01   0.0000000e+00   0.0000000e+00
   1.0000000e+00   1.0000000e+00   2.0500020e+01   1.2000000e+01   1.4000000e+01   1.9600000e+00   5.4000000e+01   0.0000000e+00   0.0000000e+00
   1.0000000e+00   1.0000000e+00   5.1299630e+01   1.7000000e+01   1.7000000e+01   2.8900000e+00   4.4000000e+01   0.0000000e+00   1.0000000e+00
   0.0000000e+00   1.0000000e+00   2.2610000e+01   1.2000000e+01   1.3000000e+01   1.6900000e+00   5.4000000e+01   0.0000000e+00   2.0000000e+00
   0.0000000e+00   1.0000000e+00   1.7970000e+01   1.1000000e+01   1.0000000e+01   1.0000000e+00   4.8000000e+01   0.0000000e+00   1.0000000e+00
   0.0000000e+00   1.0000000e+00   3.3920000e+01   1.2000000e+01   3.0000000e+00   9.0000000e-02   4.0000000e+01   1.0000000e+00   3.0000000e+00
   1.0000000e+00   1.0000000e+00   2.5600000e+01   1.2000000e+01   1.2000000e+01   1.4400000e+00   3.2000000e+01   0.0000000e+00   1.0000000e+00
   0.0000000e+00   1.0000000e+00   1.3530000e+01   1.2000000e+01   1.4000000e+01   1.9600000e+00   4.7000000e+01   0.0000000e+00   3.0000000e+00
   0.0000000e+00   1.0000000e+00   1.8874000e+01   1.4000000e+01   1.0000000e+01   1.0000000e+00   4.4000000e+01   2.0000000e+00   3.0000000e+00
   0.0000000e+00   1.0000000e+00   5.0000000e+00   1.2000000e+01   1.0000000e+01   1.0000000e+00   3.4000000e+01   2.0000000e+00   3.0000000e+00
   1.0000000e+00   1.0000000e+00   2.3600010e+01   1.7000000e+01   9.0000000e+00   8.1000000e-01   3.6000000e+01   0.0000000e+00   2.0000000e+00
   0.0000000e+00   1.0000000e+00   1.1895000e+01   9.0000000e+00   1.7000000e+01   2.8900000e+00   4.3000000e+01   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   1.9365000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   4.6000000e+01   0.0000000e+00   4.0000000e+00
   1.0000000e+00   1.0000000e+00   1.1200010e+01   1.0000000e+01   1.0000000e+00   1.0000000e-02   3.6000000e+01   1.0000000e+00   2.0000000e+00
   0.0000000e+00   1.0000000e+00   1.6476000e+01   1.2000000e+01   7.0000000e+00   4.9000000e-01   5.9000000e+01   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   1.8850000e+01   1.2000000e+01   1.5000000e+01   2.2500000e+00   4.4000000e+01   0.0000000e+00   4.0000000e+00
   0.0000000e+00   1.0000000e+00   2.5000000e+01   1.2000000e+01   1.0000000e+01   1.0000000e+00   4.7000000e+01   0.0000000e+00   0.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0910060e+01   1.2000000e+01   1.4000000e+01   1.9600000e+00   3.2000000e+01   1.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   8.0090000e+00   1.0000000e+01   2.0000000e+00   4.0000000e-02   3.3000000e+01   1.0000000e+00   2.0000000e+00
   0.0000000e+00   1.0000000e+00   2.7850000e+01   1.3000000e+01   1.5000000e+01   2.2500000e+00   4.3000000e+01   1.0000000e+00   1.0000000e+00
   0.0000000e+00   1.0000000e+00   2.1823000e+01   1.2000000e+01   4.0000000e+00   1.6000000e-01   4.3000000e+01   0.0000000e+00   5.0000000e+00
   1.0000000e+00   1.0000000e+00   2.5075040e+01   1.2000000e+01   9.0000000e+00   8.1000000e-01   4.3000000e+01   0.0000000e+00   3.0000000e+00
   1.0000000e+00   1.0000000e+00   2.7799960e+01   1.7000000e+01   8.0000000e+00   6.4000000e-01   5.4000000e+01   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   2.0200000e+01   1.3000000e+01   7.0000000e+00   4.9000000e-01   5.3000000e+01   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   4.2250000e+01   1.2000000e+01   3.0000000e+00   9.0000000e-02   3.0000000e+01   1.0000000e+00   1.0000000e+00
   0.0000000e+00   1.0000000e+00   7.3600000e+01   1.3000000e+01   3.0000000e+00   9.0000000e-02   3.1000000e+01   3.0000000e+00   1.0000000e+00
   0.0000000e+00   1.0000000e+00   3.0650000e+01   1.2000000e+01   0.0000000e+00   0.0000000e+00   4.6000000e+01   1.0000000e+00   4.0000000e+00
   1.0000000e+00   1.0000000e+00   2.8200010e+01   1.7000000e+01   2.0000000e+00   4.0000000e-02   3.4000000e+01   1.0000000e+00   2.0000000e+00
   0.0000000e+00   1.0000000e+00   1.3390000e+01   1.2000000e+01   3.0000000e+00   9.0000000e-02   4.4000000e+01   0.0000000e+00   1.0000000e+00
   0.0000000e+00   1.0000000e+00   1.4550000e+01   1.2000000e+01   1.5000000e+01   2.2500000e+00   4.3000000e+01   0.0000000e+00   2.0000000e+00
   0.0000000e+00   1.0000000e+00   1.2646000e+01   1.0000000e+01   7.0000000e+00   4.9000000e-01   4.7000000e+01   0.0000000e+00   0.0000000e+00
