    nBids      Const  PowerSeller  VerifyID  Sealed   Minblem   MajBlem  LargNeg  LogBook    MinBidShare
    4.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    0.1270
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.7231   -0.0568
    4.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    0.1270
    3.0000    1.0000    1.0000         0         0         0         0         0   -0.7231   -0.0568
    3.0000    1.0000    1.0000         0         0         0         0         0   -0.8141   -0.0072
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.1723   -0.2774
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.9142    0.0528
    4.0000    1.0000    1.0000         0         0    1.0000         0         0   -0.3621   -0.2147
    5.0000    1.0000         0         0         0         0         0         0    0.2189   -0.0772
         0    1.0000    1.0000         0         0         0         0    1.0000   -0.4608    0.3721
    7.0000    1.0000    1.0000         0         0         0         0         0    1.4347   -0.4975
    5.0000    1.0000         0         0         0         0         0         0    0.1487   -0.3253
         0    1.0000         0         0         0         0         0         0    0.6073    0.3867
         0    1.0000    1.0000         0         0    1.0000         0         0    1.4347    0.2213
         0    1.0000    1.0000         0         0    1.0000         0         0    1.4347    0.2213
    1.0000    1.0000    1.0000         0         0         0         0         0    0.9205    0.2542
    1.0000    1.0000    1.0000         0         0         0         0         0    0.9205    0.2542
    2.0000    1.0000    1.0000         0         0         0         0         0    0.9205    0.2542
    1.0000    1.0000         0         0         0         0         0         0   -0.2237    0.2133
    2.0000    1.0000         0         0         0         0         0         0    0.5108    0.0550
    3.0000    1.0000         0         0         0         0         0         0   -0.8141   -0.1977
    7.0000    1.0000         0         0         0         0         0         0   -0.1723   -0.3777
    4.0000    1.0000         0         0         0         0         0         0   -0.1723   -0.3777
   11.0000    1.0000         0         0         0         0         0         0    1.4144   -0.5368
    3.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
    3.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3033    0.2737
    2.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
         0    1.0000         0         0         0    1.0000         0    1.0000    0.6073    0.3637
         0    1.0000         0         0         0         0         0         0   -0.8141    0.3690
    6.0000    1.0000         0         0         0    1.0000         0         0    0.3755   -0.2594
    5.0000    1.0000         0         0         0    1.0000         0         0    1.9993   -0.5149
    5.0000    1.0000         0         0         0         0         0         0    1.9993   -0.5435
    4.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621   -0.2892
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.9738    0.5385
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.4574   -0.2117
    6.0000    1.0000    1.0000         0         0         0         0         0    0.4852   -0.4351
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.5628   -0.1710
    6.0000    1.0000    1.0000         0         0         0         0         0   -0.6044   -0.1537
    6.0000    1.0000    1.0000         0         0         0         0         0   -0.3621   -0.2450
    5.0000    1.0000    1.0000         0         0         0         0         0    0.5108   -0.4387
    7.0000    1.0000         0         0    1.0000         0         0         0    1.0758   -0.4948
         0    1.0000         0         0         0         0         0    1.0000    0.5108    0.5046
    2.0000    1.0000         0         0         0         0         0         0    0.5108    0.2056
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.9142    0.7659
         0    1.0000    1.0000         0         0         0         0         0   -1.1506    1.1241
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.5628    0.6641
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.7231    0.7931
    1.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    1.0416
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.9142    0.9764
         0    1.0000    1.0000         0         0         0         0         0   -0.8141    0.8284
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.7231    0.5322
    2.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    0.9239
         0    1.0000    1.0000         0         0         0         0         0   -0.4608    0.6105
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.7231    0.7061
         0    1.0000    1.0000         0         0         0         0         0   -0.8141    0.7331
         0    1.0000    1.0000         0         0         0         0         0   -0.3033    0.4374
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.2779    0.4119
    1.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    1.0416
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.0520   -0.1332
    2.0000    1.0000         0         0         0    1.0000         0         0   -0.0520    0.0663
    3.0000    1.0000         0         0    1.0000         0         0         0   -0.3621    0.3005
    2.0000    1.0000         0         0         0         0         0         0   -0.3960    0.0179
         0    1.0000         0         0         0         0         0         0   -0.3621    0.5072
    1.0000    1.0000         0         0         0         0         0         0   -0.3033    0.4452
         0    1.0000         0         0         0         0         0         0   -0.3621    0.5072
         0    1.0000         0         0         0         0         0         0   -0.3621    0.5072
         0    1.0000         0         0         0         0         0         0   -0.0520    0.2179
    2.0000    1.0000         0         0         0         0         0         0    0.2189    0.0291
    3.0000    1.0000         0         0    1.0000         0         0         0   -0.3621    0.3005
    1.0000    1.0000         0         0    1.0000         0         0         0   -0.3621    0.3005
    5.0000    1.0000         0         0         0         0         0         0   -0.2477   -0.2566
    1.0000    1.0000         0         0         0         0         0         0   -0.9142    0.6318
         0    1.0000         0         0         0         0         0         0   -0.9142    0.5265
         0    1.0000    1.0000         0         0         0         0         0   -0.9142    0.5781
    4.0000    1.0000         0         0    1.0000         0         0         0   -0.3621   -0.3056
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.4574    0.2210
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.9142    0.6834
    3.0000    1.0000    1.0000         0         0         0         0         0   -0.9142    0.5781
    6.0000    1.0000    1.0000         0         0         0         0         0    0.8863   -0.5431
    4.0000    1.0000    1.0000         0         0         0         0         0    0.7455   -0.4187
    3.0000    1.0000    1.0000         0         0         0         0         0    0.1117   -0.2781
    5.0000    1.0000    1.0000         0         0         0         0         0    0.5108   -0.3767
    8.0000    1.0000    1.0000         0         0    1.0000         0         0    1.4347   -0.4979
    6.0000    1.0000         0         0         0         0         0         0   -0.4608   -0.1837
    7.0000    1.0000         0         0         0         0    1.0000         0    0.3755   -0.1754
    2.0000    1.0000         0         0         0         0         0         0    0.5108    0.1765
    4.0000    1.0000    1.0000    1.0000    1.0000         0         0         0   -0.3033   -0.2360
    5.0000    1.0000         0         0         0         0         0         0    0.1844   -0.4205
   11.0000    1.0000         0         0    1.0000         0         0         0    0.2189   -0.3577
    1.0000    1.0000    1.0000         0         0         0         0    1.0000    0.0332    0.3733
    1.0000    1.0000    1.0000         0         0         0         0    1.0000   -0.2477    0.0277
    2.0000    1.0000         0    1.0000         0    1.0000         0         0    0.0534    0.0023
    2.0000    1.0000    1.0000         0         0         0         0    1.0000   -0.4608    0.3521
    8.0000    1.0000         0         0    1.0000         0         0         0    0.2189   -0.3577
    3.0000    1.0000    1.0000         0         0    1.0000         0         0   -1.0254    0.1270
    2.0000    1.0000    1.0000         0         0         0         0         0   -1.1506    0.7543
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.4574   -0.2117
         0    1.0000    1.0000         0         0         0         0    1.0000    0.5108    0.3869
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.3033   -0.2640
    1.0000    1.0000    1.0000         0         0         0         0    1.0000   -0.9142    0.4802
    6.0000    1.0000    1.0000         0         0         0         0         0   -0.2237   -0.2880
    2.0000    1.0000    1.0000         0         0    1.0000         0         0   -0.9142    0.4739
         0    1.0000    1.0000         0         0         0         0    1.0000   -1.0254    0.4988
         0    1.0000    1.0000         0         0         0         0         0   -1.0254    0.5976
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.9142    0.4739
    6.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621   -0.2892
    4.0000    1.0000    1.0000         0         0         0         0         0    0.5840   -0.2485
    3.0000    1.0000         0         0         0         0         0         0    1.4347   -0.5125
    5.0000    1.0000    1.0000         0         0         0         0         0    0.5108   -0.2235
    6.0000    1.0000         0         0         0         0         0         0    0.6073   -0.4285
    3.0000    1.0000         0         0         0         0         0         0   -0.3621   -0.2759
    5.0000    1.0000         0         0         0         0         0         0    1.0758   -0.3187
    2.0000    1.0000         0         0         0         0    1.0000         0   -0.0767    0.0806
    3.0000    1.0000    1.0000         0         0         0         0         0    0.2189   -0.5102
    4.0000    1.0000         0         0         0         0         0         0   -0.1723   -0.3777
    6.0000    1.0000         0         0         0         0         0         0   -0.1723   -0.3777
    4.0000    1.0000         0         0         0         0         0    1.0000    0.0332   -0.2638
    2.0000    1.0000    1.0000         0         0         0         0         0    0.3755    0.2890
    5.0000    1.0000         0         0         0         0         0         0    0.5840   -0.2497
         0    1.0000    1.0000         0         0         0         0         0   -0.8141    0.3737
    2.0000    1.0000    1.0000         0         0    1.0000         0         0    0.9205   -0.3098
    7.0000    1.0000         0         0         0         0         0         0    0.5108   -0.4071
    2.0000    1.0000    1.0000         0         0         0         0    1.0000    0.0332    0.3733
    1.0000    1.0000    1.0000         0         0         0         0         0    0.3295    0.5285
         0    1.0000    1.0000         0         0    1.0000         0         0   -0.9738    0.6447
    6.0000    1.0000    1.0000         0         0         0         0         0   -0.3033   -0.2640
         0    1.0000    1.0000         0         0    1.0000         0         0   -0.9142    0.5739
   10.0000    1.0000    1.0000         0         0         0         0         0    0.3157   -0.3703
         0    1.0000    1.0000    1.0000         0         0         0         0    0.3755   -0.4722
    2.0000    1.0000         0         0         0         0         0         0    0.6073    0.1336
    1.0000    1.0000    1.0000         0         0         0         0         0    0.3755    0.2890
    5.0000    1.0000         0         0         0         0         0         0    0.5108   -0.4767
    5.0000    1.0000         0    1.0000    1.0000         0         0         0    1.8779   -0.5265
    8.0000    1.0000         0    1.0000    1.0000         0         0         0    0.9205   -0.4442
    4.0000    1.0000         0    1.0000    1.0000         0         0         0    0.2189   -0.3085
    5.0000    1.0000         0    1.0000    1.0000         0         0         0    0.8863   -0.4396
    5.0000    1.0000         0    1.0000    1.0000         0         0         0    0.2189   -0.3085
    5.0000    1.0000         0    1.0000    1.0000         0         0         0   -0.0520   -0.2248
    6.0000    1.0000    1.0000         0    1.0000         0         0         0    0.2189   -0.0726
    4.0000    1.0000    1.0000         0    1.0000         0         0         0    0.8863   -0.3186
    4.0000    1.0000    1.0000         0    1.0000         0         0         0    0.2189   -0.0726
    4.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.0520    0.0845
    3.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
    2.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
    2.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3033    0.2737
    3.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
         0    1.0000    1.0000         0         0         0         0         0   -1.0254    0.3623
    2.0000    1.0000         0         0         0         0         0         0    0.5108    0.1252
    5.0000    1.0000         0         0         0         0         0         0    0.7455   -0.4588
    7.0000    1.0000    1.0000         0         0         0         0         0    0.1487   -0.2140
    4.0000    1.0000         0         0         0         0         0         0    0.8863   -0.5085
    5.0000    1.0000    1.0000         0         0         0         0         0    0.0332   -0.1695
    5.0000    1.0000    1.0000         0         0         0         0         0    0.1117   -0.2003
    3.0000    1.0000         0         0         0         0         0         0    0.0332   -0.3352
    3.0000    1.0000         0         0         0         0    1.0000         0   -0.2477   -0.2566
         0    1.0000         0         0         0         0    1.0000         0    0.5108    0.2590
    3.0000    1.0000         0         0         0    1.0000         0         0   -0.6044   -0.1962
    5.0000    1.0000    1.0000         0         0         0         0         0    0.3295   -0.4105
    4.0000    1.0000    1.0000         0         0         0         0         0    0.1487   -0.3253
    5.0000    1.0000         0         0         0    1.0000         0         0    0.9205   -0.3300
    6.0000    1.0000    1.0000         0         0         0    1.0000         0   -0.3033   -0.2234
    3.0000    1.0000    1.0000         0         0         0    1.0000         0   -0.9738    0.1151
    4.0000    1.0000    1.0000         0         0         0    1.0000         0   -0.9142    0.0749
    1.0000    1.0000    1.0000         0         0         0    1.0000         0   -1.0923    0.2022
    3.0000    1.0000    1.0000         0         0         0    1.0000         0   -0.6398   -0.0817
    5.0000    1.0000         0         0         0         0         0         0    1.0758   -0.3584
    4.0000    1.0000         0         0         0         0         0         0    0.5108   -0.4767
    5.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621   -0.0359
    4.0000    1.0000    1.0000         0    1.0000         0         0         0    0.2189   -0.0726
   11.0000    1.0000    1.0000         0    1.0000         0         0         0    0.8863   -0.3186
    7.0000    1.0000    1.0000         0    1.0000         0         0         0    0.2189   -0.0726
    8.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.0520    0.0845
    6.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
    4.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
    4.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3033    0.2737
    5.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
    2.0000    1.0000    1.0000         0         0         0         0    1.0000   -0.4608    0.3721
    5.0000    1.0000         0         0         0         0         0         0    0.5108   -0.1984
         0    1.0000    1.0000         0         0    1.0000         0         0   -0.6398    0.3383
         0    1.0000         0         0         0         0         0         0   -0.2477    0.1196
    2.0000    1.0000         0         0         0         0         0         0    0.1487   -0.2890
         0    1.0000    1.0000    1.0000         0         0         0         0    0.0332    0.6019
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.2477   -0.2539
    6.0000    1.0000    1.0000         0         0         0         0         0   -0.0767   -0.3048
    1.0000    1.0000    1.0000         0         0    1.0000         0         0   -0.9738    0.5899
    7.0000    1.0000    1.0000         0         0         0         0         0    0.3295   -0.4105
    7.0000    1.0000         0         0         0         0         0         0   -0.0520   -0.3159
    6.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621   -0.2147
         0    1.0000    1.0000    1.0000         0         0         0         0    0.0332    0.6019
         0    1.0000         0         0         0         0         0         0   -0.2477    0.2272
    6.0000    1.0000         0         0         0         0         0         0   -0.0767   -0.3093
    8.0000    1.0000         0         0         0         0         0         0    0.3295   -0.3989
         0    1.0000    1.0000    1.0000         0         0         0         0    0.1487    0.4732
    5.0000    1.0000         0         0         0         0         0         0   -0.4608   -0.1837
    1.0000    1.0000    1.0000    1.0000         0         0         0         0    0.6073    0.4775
    2.0000    1.0000    1.0000         0         0         0         0    1.0000   -0.4608    0.3721
         0    1.0000    1.0000         0         0         0         0    1.0000    0.0332    0.3856
         0    1.0000    1.0000         0         0         0         0         0   -0.7231    0.2910
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.7231   -0.1003
    1.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    0.5976
    1.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    0.5976
    7.0000    1.0000    1.0000         0         0         0         0         0   -0.1723   -0.3025
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.3033   -0.2640
    4.0000    1.0000    1.0000         0         0         0         0         0    0.3157   -0.4088
    1.0000    1.0000    1.0000         0         0    1.0000         0         0   -0.9142    0.4739
    8.0000    1.0000         0         0         0         0    1.0000         0    1.9993   -0.4921
    8.0000    1.0000         0         0         0         0         0         0   -0.3621   -0.3207
    5.0000    1.0000         0         0         0         0         0         0    0.3755   -0.1754
         0    1.0000    1.0000         0         0         0         0         0    0.5108    0.8375
    3.0000    1.0000         0         0         0         0         0         0   -0.3960   -0.1394
    6.0000    1.0000         0         0         0         0         0         0    0.8863   -0.4561
    8.0000    1.0000    1.0000         0         0         0         0         0   -0.3621   -0.3668
    6.0000    1.0000         0         0         0         0         0         0    0.8863   -0.4561
    7.0000    1.0000         0         0         0         0         0         0    0.5108   -0.4007
    4.0000    1.0000         0         0         0         0         0         0    0.0534   -0.2981
         0    1.0000    1.0000    1.0000         0         0         0         0    0.7365    0.4506
    7.0000    1.0000         0         0         0         0         0         0    0.7455   -0.4377
    2.0000    1.0000         0         0         0         0         0         0   -0.8141    0.3737
    5.0000    1.0000         0         0         0         0         0         0   -0.0520   -0.2670
    3.0000    1.0000         0         0         0         0         0         0   -1.0254    0.5976
    7.0000    1.0000         0         0         0         0         0         0    0.0332   -0.2924
    3.0000    1.0000    1.0000         0         0         0         0         0   -0.4608   -0.1135
    4.0000    1.0000         0         0         0         0         0         0   -0.2477   -0.1998
    5.0000    1.0000         0         0         0         0         0         0   -0.0520   -0.2670
    3.0000    1.0000         0         0         0    1.0000         0         0   -1.0923    0.0437
    1.0000    1.0000    1.0000         0         0         0         0    1.0000   -0.4608    0.3721
    6.0000    1.0000         0         0         0         0         0         0   -0.3033   -0.2954
    3.0000    1.0000         0         0         0         0    1.0000         0   -0.0520   -0.2781
    5.0000    1.0000         0         0         0         0         0         0   -0.6398    0.2215
    2.0000    1.0000    1.0000         0         0         0         0         0   -1.1506    0.7543
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.7231   -0.1003
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.6398   -0.1385
    3.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    0.5976
    7.0000    1.0000         0    1.0000         0         0         0         0   -0.3033   -0.4343
    7.0000    1.0000         0    1.0000    1.0000         0         0         0    0.8863   -0.4396
    6.0000    1.0000         0    1.0000    1.0000         0         0         0    0.2189   -0.3085
    5.0000    1.0000         0    1.0000    1.0000         0         0         0    0.2189   -0.3085
    5.0000    1.0000         0    1.0000    1.0000         0         0         0   -0.0520   -0.2248
    2.0000    1.0000         0         0         0         0         0         0   -0.3621    0.1163
         0    1.0000         0         0         0         0         0         0   -0.2477    0.2272
    3.0000    1.0000         0         0         0         0         0         0   -1.0923    0.6789
         0    1.0000    1.0000    1.0000         0         0         0         0    0.6073    0.4775
    2.0000    1.0000         0         0         0         0         0         0   -0.0767   -0.3093
    5.0000    1.0000         0         0         0         0         0         0   -0.0520   -0.3159
    8.0000    1.0000         0         0         0         0         0         0    0.5108   -0.3830
    3.0000    1.0000         0         0         0    1.0000         0         0   -0.9142    0.4739
    6.0000    1.0000    1.0000         0         0         0         0         0   -0.9142   -0.1629
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.9142   -0.1629
    4.0000    1.0000         0         0         0    1.0000         0         0   -0.9142    0.4739
    6.0000    1.0000    1.0000         0         0         0         0         0    0.0332   -0.3332
    3.0000    1.0000         0         0         0         0         0         0   -0.4608   -0.1837
    1.0000    1.0000    1.0000         0         0         0         0         0   -1.0923    0.6789
         0    1.0000    1.0000         0         0         0         0    1.0000   -1.0254    0.4988
         0    1.0000    1.0000         0         0         0         0    1.0000    0.5108    0.3869
    4.0000    1.0000         0         0    1.0000         0         0         0   -0.3621    0.3005
    2.0000    1.0000    1.0000         0         0         0         0    1.0000   -0.4608    0.3721
         0    1.0000    1.0000         0         0         0         0    1.0000    0.0332    0.3488
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.5628   -0.1710
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.3033   -0.2640
    3.0000    1.0000    1.0000         0         0         0         0         0   -0.9142    0.4739
    8.0000    1.0000    1.0000         0         0         0         0         0    0.4852   -0.4351
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.9738    0.5385
    5.0000    1.0000         0         0         0         0         0         0    0.3755   -0.2594
    3.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    0.1270
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.7231   -0.0568
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.8141   -0.0072
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.8141   -0.0072
    1.0000    1.0000    1.0000    1.0000         0         0         0         0    0.0332    0.6019
    7.0000    1.0000         0         0         0         0         0         0    0.6073   -0.4009
    6.0000    1.0000    1.0000         0         0         0         0         0   -0.6398   -0.0985
    7.0000    1.0000         0         0         0         0         0         0    1.9993   -0.5337
    7.0000    1.0000         0    1.0000         0    1.0000         0         0    0.2189   -0.4001
    1.0000    1.0000    1.0000    1.0000         0         0         0         0    0.6073    0.4775
    5.0000    1.0000    1.0000         0         0         0    1.0000         0   -0.2237   -0.2906
    2.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    0.5976
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.9142    0.4739
    2.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    0.5976
    5.0000    1.0000    1.0000         0         0         0         0         0    0.3157   -0.4088
         0    1.0000         0         0         0         0         0         0    0.3755    0.4641
    1.0000    1.0000         0         0         0         0    1.0000         0   -0.0767   -0.2615
    5.0000    1.0000         0         0         0         0         0         0    0.6073    0.0186
    4.0000    1.0000         0         0         0         0         0         0    0.9205    0.1030
    3.0000    1.0000         0         0         0         0         0         0    0.5108    0.1945
    7.0000    1.0000    1.0000         0    1.0000         0         0         0    0.9205   -0.3348
   10.0000    1.0000    1.0000         0    1.0000         0         0         0    0.2189   -0.0726
   10.0000    1.0000    1.0000         0    1.0000         0         0         0    0.2189   -0.0726
    8.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.0520    0.0845
    6.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
    5.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
    5.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3033    0.2737
    6.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.4608    0.0905
    7.0000    1.0000    1.0000         0         0         0         0         0    0.4852   -0.4351
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.3621   -0.2450
    3.0000    1.0000         0         0         0         0    1.0000         0    0.3755   -0.1754
    5.0000    1.0000         0         0         0         0         0         0    1.4144   -0.0597
    3.0000    1.0000    1.0000         0         0         0         0         0   -0.7231   -0.1003
         0    1.0000         0         0         0         0         0         0   -0.3033    0.3183
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.9142    0.4739
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.0520   -0.3337
         0    1.0000    1.0000         0         0         0         0         0    0.5108    0.5616
    4.0000    1.0000         0         0         0         0         0         0    0.7365   -0.4612
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.2779   -0.0211
    8.0000    1.0000         0         0         0         0         0         0   -0.2237   -0.3144
    7.0000    1.0000         0         0         0         0         0         0    0.3295   -0.3989
    8.0000    1.0000         0         0         0         0         0         0    0.7365   -0.4587
         0    1.0000         0         0         0         0         0         0   -0.4608    0.7260
    3.0000    1.0000         0         0         0    1.0000         0         0   -0.9142    0.1055
    6.0000    1.0000    1.0000         0         0         0         0         0    1.9993   -0.4920
    8.0000    1.0000         0         0         0         0         0         0    0.3295   -0.3959
    7.0000    1.0000    1.0000         0         0         0         0         0    0.6073   -0.3478
    4.0000    1.0000         0         0         0         0         0         0   -0.2477   -0.3755
         0    1.0000    1.0000    1.0000         0         0         0         0    0.7365    0.5415
    5.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621   -0.2892
         0    1.0000    1.0000         0         0         0         0         0   -0.9142    0.9764
         0    1.0000    1.0000    1.0000         0         0         0         0    0.3295    0.3692
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.0767   -0.1221
    4.0000    1.0000    1.0000         0         0         0         0    1.0000   -0.4608    0.3655
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.2477   -0.0371
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.0520   -0.1332
    6.0000    1.0000         0         0         0    1.0000         0         0    0.0332   -0.1695
         0    1.0000    1.0000    1.0000         0         0         0         0    0.0332    0.6019
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.3033   -0.0063
    3.0000    1.0000         0         0         0         0         0         0   -0.3033   -0.1497
    5.0000    1.0000         0         0         0    1.0000         0         0   -0.9142   -0.1314
    2.0000    1.0000         0         0         0    1.0000         0         0   -1.1506    0.3876
    3.0000    1.0000         0         0         0    1.0000         0         0    0.7455   -0.3775
    7.0000    1.0000         0         0         0    1.0000         0         0   -0.6398   -0.2385
    5.0000    1.0000         0         0         0    1.0000         0         0   -0.8141   -0.1739
    5.0000    1.0000         0         0         0    1.0000         0         0   -0.4608   -0.2941
    5.0000    1.0000         0         0         0    1.0000         0         0    0.5108   -0.4703
    7.0000    1.0000         0         0         0    1.0000         0         0    0.1844   -0.4289
   11.0000    1.0000    1.0000         0         0         0         0    1.0000   -0.6044   -0.2310
    4.0000    1.0000         0         0         0         0    1.0000         0    0.1117   -0.2003
    6.0000    1.0000         0         0         0         0         0         0   -0.0520   -0.2692
    7.0000    1.0000         0         0         0         0         0         0    0.3755   -0.3765
    4.0000    1.0000         0         0         0    1.0000         0         0   -0.7231   -0.3377
   10.0000    1.0000    1.0000         0         0         0         0         0    0.9205   -0.4768
    2.0000    1.0000         0         0         0         0         0         0    0.2189    0.1325
    4.0000    1.0000         0         0         0         0         0         0   -0.4608    0.1423
         0    1.0000    1.0000         0         0         0         0         0   -0.0520    0.7454
    1.0000    1.0000         0         0         0         0         0         0    1.4347    0.3268
    5.0000    1.0000         0         0         0         0         0    1.0000    0.0332   -0.2638
    5.0000    1.0000         0         0         0         0         0    1.0000    0.5108   -0.4260
    6.0000    1.0000         0         0         0         0         0         0   -0.9142   -0.0577
    4.0000    1.0000         0         0         0         0         0         0   -0.2237   -0.3935
   10.0000    1.0000    1.0000    1.0000         0         0         0         0    0.4040   -0.4429
    7.0000    1.0000         0         0         0         0         0    1.0000    0.4040   -0.3611
    2.0000    1.0000         0         0         0         0         0         0    0.1487    0.5405
    8.0000    1.0000         0         0         0    1.0000         0    1.0000    0.3755   -0.3548
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.3033    0.1023
    3.0000    1.0000    1.0000         0         0         0         0         0   -0.2237   -0.2616
         0    1.0000    1.0000    1.0000         0         0         0         0    0.7365    0.5415
    7.0000    1.0000         0         0         0         0         0    1.0000    1.9993   -0.5337
    2.0000    1.0000    1.0000    1.0000         0         0         0         0    0.3295    0.3692
    7.0000    1.0000         0         0         0         0         0         0    0.4040   -0.1413
    3.0000    1.0000         0         0         0         0         0         0    0.5108   -0.1855
    5.0000    1.0000         0         0         0         0         0         0    0.5108   -0.1855
    3.0000    1.0000         0         0         0         0         0         0    0.3755   -0.1287
         0    1.0000    1.0000    1.0000         0         0         0         0    0.0332    0.6019
    6.0000    1.0000         0         0         0         0         0         0    0.5108   -0.4007
    6.0000    1.0000         0         0         0         0         0         0    0.5108   -0.4007
    6.0000    1.0000         0         0         0         0         0         0    0.6073   -0.4170
    1.0000    1.0000         0         0         0         0         0         0   -0.3621    0.2702
    6.0000    1.0000         0         0         0         0         0         0    0.9205   -0.2669
    1.0000    1.0000         0         0         0         0    1.0000         0   -0.0767    0.1467
    5.0000    1.0000    1.0000         0    1.0000         0         0         0    0.2189   -0.0726
    6.0000    1.0000    1.0000         0    1.0000         0         0         0    0.8863   -0.3186
    6.0000    1.0000    1.0000         0    1.0000         0         0         0    0.2189   -0.0726
    5.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.0520    0.0845
    4.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
    5.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3253
         0    1.0000    1.0000         0         0         0         0         0    0.1117    0.4031
    5.0000    1.0000         0         0         0         0         0         0   -0.2477   -0.3620
    5.0000    1.0000         0         0         0         0         0         0   -0.0767   -0.3959
    6.0000    1.0000         0         0         0         0         0    1.0000    0.5108   -0.3830
         0    1.0000    1.0000    1.0000         0         0         0         0    0.0332    0.6019
    2.0000    1.0000         0         0         0         0         0         0    0.4040    0.4080
    4.0000    1.0000         0         0         0         0         0         0   -1.0254    0.0035
    2.0000    1.0000         0         0         0         0         0         0   -1.0923    0.0437
